0,9.9956,6.3447,11.8928,-1.0
1,12.1445,5.5357,11.9483,1.0
2,12.146,5.5341,11.9489,1.0
3,12.1364,5.5458,11.9491,1.0
4,12.1339,5.5516,11.9493,1.0
5,12.1377,5.5441,11.9495,1.0
6,12.148,5.5327,11.95,1.0
7,12.1338,5.5538,11.95,1.0
8,12.1491,5.5308,11.9501,1.0
9,12.1359,5.5502,11.9503,1.0
10,12.1371,5.5484,11.9507,1.0
11,12.1414,5.5389,11.9507,1.0
12,12.1423,5.537,11.9507,1.0
13,12.1337,5.5561,11.9508,1.0
14,12.1331,5.5581,11.9511,1.0
15,12.1316,5.562,11.9513,1.0
16,12.1406,5.5431,11.9516,1.0
17,12.1298,5.5769,11.9516,1.0
18,12.1595,5.5222,11.9517,1.0
19,12.1416,5.5413,11.9517,1.0
20,12.1533,5.5259,11.9517,1.0
21,12.1329,5.5603,11.9517,1.0
22,12.1317,5.5737,11.952,1.0
23,12.1289,5.57,11.9521,1.0
24,12.1591,5.5244,11.9522,1.0
25,12.1318,5.5644,11.9523,1.0
26,12.1522,5.5299,11.9523,1.0
27,12.1302,5.5683,11.9525,1.0
28,12.1335,5.5514,11.9526,1.0
29,12.1534,5.5282,11.9527,1.0
30,12.1316,5.5667,11.953,1.0
31,12.1456,5.5362,11.9531,1.0
32,12.1366,5.5459,11.9532,1.0
33,12.1288,5.5834,11.9533,1.0
34,12.1377,5.5441,11.9534,1.0
35,12.1265,5.3959,11.9537,1.0
36,12.1561,5.5253,11.9538,1.0
37,12.1473,5.5346,11.9539,1.0
38,12.1314,5.58,11.954,1.0
39,12.1629,5.5215,11.9542,1.0
40,12.1343,5.5541,11.9543,1.0
41,12.1362,5.5503,11.9544,1.0
42,12.1373,5.5485,11.9546,1.0
43,12.149,5.5331,11.9547,1.0
44,12.17,5.5178,11.9548,1.0
45,12.1644,5.5198,11.9548,1.0
46,12.1332,5.5582,11.9549,1.0
47,12.1317,5.3982,11.955,1.0
48,12.1299,5.5862,11.9551,1.0
49,12.1343,5.5563,11.9551,1.0
50,12.1305,5.5749,11.9552,1.0
51,12.1435,5.5375,11.9556,1.0
52,12.141,5.5433,11.9557,1.0
53,12.1331,5.5604,11.9557,1.0
54,12.1418,5.5414,11.9557,1.0
55,12.1307,5.4024,11.9558,1.0
56,12.1318,5.5737,11.9558,1.0
57,12.1323,5.5827,11.9558,1.0
58,12.1511,5.5318,11.9559,1.0
59,12.1291,5.5701,11.956,1.0
60,12.1283,5.399,11.9563,1.0
61,12.13,5.3952,11.9563,1.0
62,12.1541,5.5262,11.9563,1.0
63,12.1434,5.5398,11.9564,1.0
64,12.1335,5.5514,11.9564,1.0
65,12.1263,5.3935,11.9564,1.0
66,12.1524,5.5301,11.9564,1.0
67,12.1533,5.5282,11.9564,1.0
68,12.133,5.5627,11.9564,1.0
69,12.1323,5.4008,11.9565,1.0
70,12.1671,5.5187,11.9566,1.0
71,12.1335,5.5925,11.9566,1.0
72,12.1326,5.5944,11.9566,1.0
73,12.1601,5.5248,11.9569,1.0
74,12.173,5.5168,11.9569,1.0
75,12.1321,5.5965,11.957,1.0
76,12.131,5.5687,11.9571,1.0
77,12.1316,5.5778,11.9572,1.0
78,12.1378,5.5441,11.9572,1.0
79,12.1355,5.4063,11.9573,1.0
80,12.1321,5.5669,11.9573,1.0
