,0,1,2,3
582,11.8848,2.9444,-1.4186,7.0
583,12.0058,2.8749,-1.4186,0.0
584,11.8925,2.9797,-1.4186,7.0
585,11.9478,2.7513,-1.4186,0.0
586,11.8965,2.9667,-1.4186,7.0
587,11.9828,2.7494,-1.4186,0.0
588,11.9651,2.5966,-1.4186,0.0
589,12.0421,2.872,-1.4186,0.0
590,11.9152,2.6655,-1.4186,0.0
591,11.9598,2.6932,-1.4185,0.0
592,11.9976,2.8335,-1.4185,0.0
593,11.9153,2.8121,-1.4185,0.0
594,11.991,2.8598,-1.4185,0.0
595,12.0003,2.8226,-1.4185,0.0
596,11.9373,2.7939,-1.4185,0.0
597,12.0102,2.8524,-1.4185,0.0
598,11.9863,2.8074,-1.4185,0.0
599,12.0076,2.7885,-1.4185,0.0
600,11.9188,2.9429,-1.4185,1.0
601,11.9409,2.8518,-1.4185,0.0
602,11.8809,2.9549,-1.4185,7.0
603,11.976,2.8503,-1.4185,0.0
604,11.9104,2.684,-1.4185,0.0
605,11.9362,2.645,-1.4185,0.0
606,11.9558,2.8629,-1.4185,0.0
607,11.9588,2.7732,-1.4185,0.0
608,11.9448,2.8329,-1.4185,0.0
609,11.9045,2.7863,-1.4185,0.0
610,11.9311,2.5892,-1.4185,0.0
611,11.9094,2.8364,-1.4185,0.0
612,11.8825,2.7304,-1.4185,0.0
613,11.9646,2.6726,-1.4185,0.0
614,11.9345,2.8796,-1.4185,0.0
615,11.9903,2.7904,-1.4185,0.0
616,11.9149,2.8868,-1.4185,0.0
617,12.0041,2.8785,-1.4185,0.0
618,11.9273,2.9073,-1.4185,0.0
619,12.0337,2.8284,-1.4185,0.0
620,11.962,2.837,-1.4185,0.0
621,12.0332,2.8303,-1.4185,0.0
622,12.0287,2.8488,-1.4185,0.0
623,11.9266,2.911,-1.4185,0.0
624,11.895,2.599,-1.4185,0.0
625,11.9082,2.9145,-1.4185,0.0
626,11.9435,2.6915,-1.4185,0.0
627,11.9482,2.8199,-1.4185,0.0
628,11.9639,2.8275,-1.4185,0.0
629,11.9969,2.8373,-1.4185,0.0
630,11.9169,2.5763,-1.4185,0.0
631,12.0137,2.7625,-1.4185,0.0
632,11.9734,2.8596,-1.4185,0.0
633,12.0043,2.8765,-1.4185,0.0
634,11.9171,2.6541,-1.4185,0.0
635,11.9438,2.6132,-1.4185,0.0
636,11.9123,2.6746,-1.4185,0.0
637,12.0062,2.7942,-1.4185,0.0
638,11.9425,2.6933,-1.4185,0.0
639,11.9897,2.8675,-1.4185,0.0
640,11.9993,2.824,-1.4185,0.0
