,0,1,2,3
9856,11.4459,2.4652,-1.4107,0.0
9857,11.4619,2.6091,-1.4107,0.0
9858,11.4446,2.8828,-1.4107,7.0
9859,11.4623,2.942,-1.4107,7.0
9860,11.4438,2.6182,-1.4107,0.0
9861,11.4433,2.4033,-1.4107,0.0
9862,11.4355,2.5865,-1.4107,0.0
9863,11.4702,2.7791,-1.4107,0.0
9864,11.4347,2.9219,-1.4107,7.0
9865,11.4838,2.3633,-1.4107,0.0
9866,11.4841,2.9842,-1.4107,7.0
9867,11.4843,2.5108,-1.4107,0.0
9868,11.4844,2.4361,-1.4107,0.0
9869,11.4205,2.7181,-1.4107,0.0
9870,11.4857,2.7165,-1.4107,0.0
9871,11.4195,2.0435,-1.4107,8.0
9872,11.486,2.7829,-1.4107,0.0
9873,11.4862,2.5003,-1.4107,0.0
9874,11.4863,2.9121,-1.4107,7.0
9875,11.4187,2.6594,-1.4107,0.0
9876,11.4177,2.4516,-1.4107,0.0
9877,11.4891,2.7684,-1.4107,0.0
9878,11.4895,2.4859,-1.4107,0.0
9879,11.4157,2.5315,-1.4107,0.0
9880,11.4911,2.7612,-1.4107,0.0
9881,11.4912,2.8926,-1.4107,7.0
9882,11.4153,2.39,-1.4107,0.0
9883,11.4136,2.5439,-1.4107,0.0
9884,11.4835,2.86,-1.4107,7.0
9885,11.4832,2.5878,-1.4107,0.0
9886,11.4223,2.8447,-1.4107,7.0
9887,11.4225,2.8429,-1.4107,7.0
9888,11.4346,2.8611,-1.4107,7.0
9889,11.4344,2.59,-1.4107,0.0
9890,11.4711,2.6397,-1.4107,0.0
9891,11.4713,2.6378,-1.4107,0.0
9892,11.4719,2.7719,-1.4107,0.0
9893,11.4334,2.597,-1.4107,0.0
9894,11.472,2.6361,-1.4107,0.0
9895,11.4327,2.4548,-1.4107,0.0
9896,11.4721,2.4934,-1.4107,0.0
9897,11.5632,2.7997,-1.4107,0.0
9898,11.4301,2.3931,-1.4107,0.0
9899,11.4284,2.4002,-1.4107,0.0
9900,11.4749,2.6915,-1.4107,0.0
9901,11.4276,2.9523,-1.4107,7.0
9902,11.4759,2.7557,-1.4107,0.0
9903,11.4776,2.5415,-1.4107,0.0
9904,11.4784,2.677,-1.4107,0.0
9905,11.4811,2.6663,-1.4107,0.0
9906,11.4227,2.5011,-1.4107,0.0
9907,11.4823,2.7309,-1.4107,0.0
9908,11.4745,2.763,-1.4107,0.0
9909,11.6777,2.808,-1.4107,0.0
9910,11.5642,2.9934,-1.4107,7.0
9911,11.3812,2.2495,-1.4107,19.0
9912,11.2774,2.0689,-1.4107,8.0
9913,11.2755,1.9995,-1.4107,8.0
9914,11.2738,2.4667,-1.4107,0.0
9915,11.6577,2.8226,-1.4107,0.0
9916,11.2731,2.0934,-1.4107,8.0
9917,11.7457,2.5088,-1.4107,0.0
9918,11.2682,2.3499,-1.4107,0.0
9919,11.2677,2.2783,-1.4107,0.0
9920,11.6592,2.5264,-1.4107,0.0
9921,11.2666,2.4284,-1.4107,0.0
9922,11.265,2.1373,-1.4107,8.0
9923,11.2644,2.296,-1.4107,0.0
9924,11.2636,2.0646,-1.4107,8.0
9925,11.6602,2.5954,-1.4107,0.0
9926,11.2632,2.2995,-1.4107,0.0
9927,11.2631,2.0663,-1.4107,8.0
9928,11.6613,2.3578,-1.4107,23.0
9929,11.2617,2.3084,-1.4107,0.0
9930,11.2613,2.077,-1.4107,8.0
9931,11.2778,2.4494,-1.4107,0.0
9932,11.2583,2.0907,-1.4107,8.0
9933,11.6556,2.8989,-1.4107,7.0
9934,11.6536,2.972,-1.4107,7.0
9935,11.3034,2.328,-1.4107,0.0
9936,11.3024,2.0988,-1.4107,8.0
9937,11.2994,2.033,-1.4107,8.0
9938,11.6465,2.9355,-1.4107,7.0
9939,11.2966,2.2092,-1.4107,19.0
9940,11.2952,2.0575,-1.4107,8.0
9941,11.2937,2.3738,-1.4107,0.0
9942,11.2915,2.3841,-1.4107,0.0
9943,11.2915,2.456,-1.4107,0.0
9944,11.2911,1.9971,-1.4107,8.0
9945,11.2902,2.1642,-1.4107,8.0
9946,11.2894,2.3233,-1.4107,0.0
9947,11.2893,2.0037,-1.4107,8.0
9948,11.2886,2.325,-1.4107,0.0
9949,11.2885,2.3983,-1.4107,0.0
9950,11.6496,2.252,-1.4107,8.0
9951,11.6517,2.9793,-1.4107,7.0
9952,11.6518,2.8459,-1.4107,-1.0
9953,11.282,2.0478,-1.4107,8.0
9954,11.2787,2.2989,-1.4107,0.0
9955,11.3037,2.1723,-1.4107,8.0
9956,11.2545,2.1137,-1.4107,8.0
9957,11.2535,2.2736,-1.4107,0.0
9958,11.6684,2.5607,-1.4107,0.0
9959,11.669,2.9779,-1.4107,7.0
9960,11.2345,2.0574,-1.4107,8.0
9961,11.2342,2.0592,-1.4107,8.0
9962,11.6711,2.3923,-1.4107,0.0
9963,11.2323,2.3042,-1.4107,0.0
9964,11.229,2.0871,-1.4107,8.0
9965,11.2286,2.3196,-1.4107,0.0
9966,11.2285,2.3214,-1.4107,0.0
9967,11.6734,2.4589,-1.4107,0.0
9968,11.2256,2.1065,-1.4107,8.0
9969,11.2242,2.2676,-1.4107,0.0
9970,11.2234,2.2712,-1.4107,0.0
9971,11.223,2.1206,-1.4107,8.0
9972,11.222,2.2038,-1.4107,19.0
9973,11.676,2.8134,-1.4107,0.0
9974,11.2191,2.2923,-1.4107,0.0
9975,11.2173,2.0725,-1.4107,8.0
9976,11.6765,2.9505,-1.4107,7.0
9977,11.668,2.6333,-1.4107,0.0
9978,11.2543,2.2704,-1.4107,0.0
9979,11.2379,2.2741,-1.4107,0.0
9980,11.238,2.1996,-1.4107,19.0
9981,11.2533,2.0393,-1.4107,8.0
9982,11.253,2.0407,-1.4107,8.0
9983,11.2526,2.2771,-1.4107,0.0
9984,11.2498,2.2931,-1.4107,0.0
9985,11.2497,2.2147,-1.4107,19.0
9986,11.2488,2.0637,-1.4107,8.0
9987,11.2488,2.1434,-1.4107,8.0
9988,11.2459,2.3107,-1.4107,0.0
9989,11.2429,2.3244,-1.4107,0.0
9990,11.2427,2.3262,-1.4107,0.0
9991,11.2415,2.104,-1.4107,8.0
9992,11.2414,2.3333,-1.4107,0.0
9993,11.6675,2.9853,-1.4107,7.0
9994,11.6676,2.4103,-1.4107,0.0
9995,11.2396,2.3421,-1.4107,0.0
9996,11.2389,2.2688,-1.4107,0.0
9997,11.2389,2.2706,-1.4107,0.0
9998,11.2386,2.1979,-1.4107,19.0
9999,11.238,2.3492,-1.4107,0.0
10000,11.238,2.038,-1.4107,8.0
10001,11.3042,2.0064,-1.4107,8.0
10002,11.3043,2.2491,-1.4107,19.0
10003,11.3043,2.0046,-1.4107,8.0
10004,11.3672,2.3926,-1.4107,0.0
10005,11.3665,2.2466,-1.4107,19.0
10006,11.3659,2.2484,-1.4107,19.0
10007,11.3622,2.024,-1.4107,8.0
10008,11.3619,2.0221,-1.4107,8.0
10009,11.605,2.0635,-1.4107,8.0
10010,11.6062,2.8944,-1.4107,7.0
10011,11.3611,2.3488,-1.4107,0.0
10012,11.3598,2.356,-1.4107,0.0
10013,11.3595,2.4301,-1.4107,0.0
10014,11.6091,2.8835,-1.4107,7.0
10015,11.3563,2.5165,-1.4107,0.0
10016,11.3559,2.0594,-1.4107,8.0
10017,11.3534,2.4583,-1.4107,0.0
10018,11.3523,1.9914,-1.4107,8.0
10019,11.3523,1.9932,-1.4107,8.0
10020,11.3521,2.0789,-1.4107,8.0
10021,11.3498,2.0056,-1.4107,8.0
10022,11.3489,2.3318,-1.4107,0.0
10023,11.3701,2.5233,-1.4107,0.0
10024,11.3476,2.0196,-1.4107,8.0
10025,11.5888,2.0625,-1.4107,8.0
10026,11.3708,2.7266,-1.4107,0.0
10027,11.5649,2.8594,-1.4107,7.0
10028,11.5651,2.8614,-1.4107,7.0
10029,11.3804,2.0055,-1.4107,8.0
10030,11.3789,2.4844,-1.4107,0.0
10031,11.3776,2.1058,-1.4107,8.0
10032,11.5703,2.9067,-1.4107,7.0
10033,11.5759,2.883,-1.4107,7.0
10034,11.3759,2.5674,-1.4107,0.0
10035,11.3758,2.7714,-1.4107,0.0
10036,11.3754,2.3555,-1.4107,0.0
10037,11.3752,2.7073,-1.4107,0.0
10038,11.5798,2.867,-1.4107,7.0
10039,11.5829,2.9866,-1.4107,7.0
10040,11.5841,2.7816,-1.4107,0.0
10041,11.5842,2.916,-1.4107,7.0
10042,11.3725,2.368,-1.4107,0.0
10043,11.5859,2.0789,-1.4107,8.0
10044,11.3712,2.3751,-1.4107,0.0
10045,11.5872,2.9032,-1.4107,7.0
10046,11.5885,1.975,-1.4107,20.0
10047,11.3472,2.3389,-1.4107,0.0
10048,11.3467,2.3421,-1.4107,0.0
10049,11.3463,2.49,-1.4107,0.0
10050,11.3228,2.3098,-1.4107,0.0
10051,11.3219,2.2378,-1.4107,19.0
10052,11.3213,1.9951,-1.4107,8.0
10053,11.3196,2.2503,-1.4107,19.0
10054,11.3187,2.401,-1.4107,0.0
10055,11.3183,2.3311,-1.4107,0.0
10056,11.3171,2.4118,-1.4107,0.0
10057,11.3141,2.4978,-1.4107,0.0
10058,11.3141,2.0356,-1.4107,8.0
10059,11.3132,2.2823,-1.4107,0.0
10060,11.3121,2.2104,-1.4107,19.0
10061,11.3104,2.0566,-1.4107,8.0
10062,11.3101,2.1389,-1.4107,8.0
10063,11.31,2.2211,-1.4107,19.0
10064,11.6422,2.292,-1.4107,3.0
10065,11.3091,2.5172,-1.4107,0.0
10066,11.3076,2.3085,-1.4107,0.0
10067,11.3071,2.0744,-1.4107,8.0
10068,11.3048,2.1688,-1.4107,8.0
10069,11.3233,2.3815,-1.4107,0.0
10070,11.3234,2.2274,-1.4107,19.0
10071,11.7611,2.5141,-1.4107,0.0
10072,11.3259,2.2149,-1.4107,19.0
10073,11.3461,2.0267,-1.4107,8.0
10074,11.3457,2.6984,-1.4107,0.0
10075,11.3453,2.116,-1.4107,8.0
10076,11.3438,2.1213,-1.4107,8.0
10077,11.341,2.3688,-1.4107,0.0
10078,11.3403,2.3724,-1.4107,0.0
10079,11.6299,2.1861,-1.4107,8.0
10080,11.3377,2.311,-1.4107,0.0
10081,11.3375,1.9906,-1.4107,8.0
10082,11.5643,2.8631,-1.4107,7.0
10083,11.6301,2.9987,-1.4107,7.0
10084,11.3343,2.3288,-1.4107,0.0
10085,11.3337,2.3306,-1.4107,0.0
10086,11.333,2.4096,-1.4107,0.0
10087,11.3327,2.0993,-1.4107,8.0
10088,11.3321,2.5538,-1.4107,0.0
10089,11.3318,2.0241,-1.4107,8.0
10090,11.331,2.4184,-1.4107,0.0
10091,11.3265,2.2132,-1.4107,19.0
10092,11.3265,2.5099,-1.4107,0.0
10093,11.3349,2.003,-1.4107,8.0
10094,11.3652,2.5462,-1.4107,0.0
10095,11.3732,2.5128,-1.4107,0.0
10096,11.4355,2.5114,-1.4106,0.0
10097,11.4898,2.5555,-1.4106,0.0
10098,11.1913,2.2051,-1.4106,19.0
10099,11.5481,2.7903,-1.4106,0.0
10100,11.6767,2.4389,-1.4106,0.0
10101,11.4065,2.7091,-1.4106,0.0
10102,11.2488,2.2947,-1.4106,0.0
10103,11.3599,2.0291,-1.4106,8.0
10104,11.4879,2.8365,-1.4106,7.0
10105,11.1918,2.1235,-1.4106,8.0
10106,11.3603,2.421,-1.4106,0.0
10107,11.2675,2.2764,-1.4106,0.0
10108,11.4873,2.7737,-1.4106,0.0
10109,11.4382,2.7071,-1.4106,0.0
10110,11.49,2.7629,-1.4106,0.0
10111,11.1923,2.1217,-1.4106,8.0
10112,11.5497,2.8518,-1.4106,7.0
10113,11.3609,2.3451,-1.4106,0.0
10114,11.4058,2.6413,-1.4106,0.0
10115,11.3612,2.1079,-1.4106,8.0
10116,11.4866,2.8439,-1.4106,7.0
10117,11.6745,2.8169,-1.4106,0.0
10118,11.3616,2.4157,-1.4106,0.0
10119,11.3065,2.3817,-1.4106,0.0
10120,11.4289,2.6129,-1.4106,0.0
10121,11.3617,2.34,-1.4106,0.0
10122,11.4861,2.8457,-1.4106,7.0
10123,11.4861,2.5695,-1.4106,0.0
10124,11.5512,2.7776,-1.4106,0.0
10125,11.1923,2.1998,-1.4106,19.0
10126,11.2496,2.3645,-1.4106,0.0
10127,11.5471,2.7958,-1.4106,0.0
10128,11.3586,2.0381,-1.4106,8.0
10129,11.4962,2.9985,-1.4106,7.0
10130,11.2522,2.3521,-1.4106,0.0
10131,11.4302,2.7409,-1.4106,0.0
10132,11.4958,2.6697,-1.4106,0.0
10133,11.5425,2.8154,-1.4106,0.0
10134,11.6831,2.4859,-1.4106,0.0
10135,11.4087,2.5616,-1.4106,0.0
10136,11.3555,2.4457,-1.4106,0.0
10137,11.6808,2.4206,-1.4106,0.0
10138,11.4939,2.9448,-1.4106,7.0
10139,11.4368,2.5755,-1.4106,0.0
10140,11.3116,2.3609,-1.4106,0.0
10141,11.4935,2.9462,-1.4106,7.0
10142,11.2137,2.0049,-1.4106,8.0
10143,11.3115,2.048,-1.4106,8.0
10144,11.4934,2.3875,-1.4106,0.0
10145,11.5444,2.8732,-1.4106,7.0
10146,11.4933,2.4659,-1.4106,0.0
10147,11.3113,2.5065,-1.4106,0.0
10148,11.3112,2.1317,-1.4106,8.0
10149,11.4296,2.3911,-1.4106,0.0
10150,11.3568,2.7142,-1.4106,0.0
10151,11.5945,2.1139,-1.4106,8.0
10152,11.1894,2.0546,-1.4106,8.0
10153,11.6788,2.4298,-1.4106,0.0
10154,11.5458,2.9329,-1.4106,7.0
10155,11.4185,2.5883,-1.4106,0.0
10156,11.678,2.4316,-1.4106,0.0
10157,11.4911,2.7574,-1.4106,0.0
10158,11.3057,2.3871,-1.4106,0.0
10159,11.4967,2.5211,-1.4106,0.0
10160,11.4383,2.777,-1.4106,0.0
10161,11.6393,2.891,-1.4106,7.0
10162,11.4805,2.8022,-1.4106,0.0
10163,11.5561,2.9584,-1.4106,7.0
10164,11.6714,2.4623,-1.4106,0.0
10165,11.2448,2.161,-1.4106,8.0
10166,11.4785,2.5322,-1.4106,0.0
10167,11.2179,2.2209,-1.4106,19.0
10168,11.3014,2.3346,-1.4106,0.0
10169,11.4777,2.9441,-1.4106,7.0
10170,11.4764,2.4698,-1.4106,0.0
10171,11.6535,2.3109,-1.4106,3.0
10172,11.4758,2.6161,-1.4106,0.0
10173,11.3693,2.0618,-1.4106,8.0
10174,11.4754,3.0143,-1.4106,7.0
10175,11.4397,2.7679,-1.4106,0.0
10176,11.2434,2.168,-1.4106,8.0
10177,11.2433,2.0879,-1.4106,8.0
10178,11.2431,2.3226,-1.4106,0.0
10179,11.4407,2.4137,-1.4106,0.0
10180,11.4203,2.4337,-1.4106,0.0
10181,11.5589,2.8807,-1.4106,7.0
10182,11.4747,2.7592,-1.4106,0.0
10183,11.6691,2.5531,-1.4106,0.0
10184,11.6306,2.3463,-1.4106,-1.0
10185,11.6691,2.4733,-1.4106,0.0
10186,11.7365,2.547,-1.4106,0.0
10187,11.4281,2.9447,-1.4106,7.0
10188,11.4738,2.4825,-1.4106,0.0
10189,11.6542,2.6205,-1.4106,0.0
10190,11.5583,2.9497,-1.4106,7.0
10191,11.3659,2.0815,-1.4106,8.0
10192,11.6727,2.5351,-1.4106,0.0
10193,11.2129,2.1695,-1.4106,8.0
10194,11.405,2.7144,-1.4106,0.0
10195,11.2473,2.3729,-1.4106,0.0
10196,11.6394,2.3024,-1.4106,3.0
10197,11.6327,2.9204,-1.4106,7.0
10198,11.553,2.7722,-1.4106,0.0
10199,11.3638,2.4774,-1.4106,0.0
10200,11.5535,2.9044,-1.4106,7.0
10201,11.3041,2.2454,-1.4106,19.0
10202,11.6736,2.6076,-1.4106,0.0
10203,11.3639,2.3293,-1.4106,0.0
10204,11.483,2.7234,-1.4106,0.0
10205,11.5542,2.7652,-1.4106,0.0
10206,11.3306,2.0221,-1.4106,8.0
10207,11.3035,2.4698,-1.4106,0.0
10208,11.4824,2.7271,-1.4106,0.0
10209,11.3033,2.5398,-1.4106,0.0
10210,11.3033,2.3262,-1.4106,0.0
10211,11.2272,2.323,-1.4106,0.0
10212,11.555,2.9639,-1.4106,7.0
10213,11.4823,2.5161,-1.4106,0.0
10214,11.3648,2.4757,-1.4106,0.0
10215,11.195,2.0251,-1.4106,8.0
10216,11.2696,2.0258,-1.4106,8.0
10217,11.2466,2.3016,-1.4106,0.0
10218,11.4041,2.0407,-1.4106,8.0
10219,11.4814,2.5196,-1.4106,0.0
10220,11.4814,2.5178,-1.4106,0.0
10221,11.4811,2.7985,-1.4106,0.0
10222,11.5556,2.8282,-1.4106,0.0
10223,11.5515,2.9116,-1.4106,7.0
10224,11.2973,2.4257,-1.4106,0.0
10225,11.2141,2.0843,-1.4106,8.0
10226,11.2663,2.3551,-1.4106,0.0
10227,11.5184,2.846,-1.4106,7.0
10228,11.5301,2.7974,-1.4106,0.0
10229,11.3377,2.5251,-1.4106,0.0
10230,11.3378,2.069,-1.4106,8.0
10231,11.5177,2.5728,-1.4106,0.0
10232,11.3382,2.5237,-1.4106,0.0
10233,11.7013,2.5548,-1.4106,0.0
10234,11.324,2.2238,-1.4106,19.0
10235,11.2597,2.3135,-1.4106,0.0
10236,11.5169,2.8514,-1.4106,7.0
10237,11.2638,2.2941,-1.4106,0.0
10238,11.4331,2.3731,-1.4106,0.0
10239,11.5312,2.7939,-1.4106,0.0
10240,11.3252,2.1344,-1.4106,8.0
10241,11.6372,2.9678,-1.4106,7.0
10242,11.6031,2.9688,-1.4106,7.0
10243,11.7,2.6347,-1.4106,0.0
10244,11.4142,2.3916,-1.4106,0.0
10245,11.4141,2.5368,-1.4106,0.0
10246,11.1757,2.1295,-1.4106,8.0
10247,11.1759,2.1277,-1.4106,8.0
10248,11.4311,2.7373,-1.4106,0.0
10249,11.5146,2.7937,-1.4106,0.0
10250,11.431,2.3094,-1.4106,0.0
10251,11.4334,2.5917,-1.4106,0.0
10252,11.7184,2.5546,-1.4106,0.0
10253,11.1764,2.126,-1.4106,8.0
10254,11.2587,2.0856,-1.4106,8.0
10255,11.7005,2.7056,-1.4106,0.0
10256,11.2635,2.3674,-1.4106,0.0
10257,11.6024,2.907,-1.4106,7.0
10258,11.5185,2.9757,-1.4106,7.0
10259,11.3316,2.3357,-1.4106,0.0
10260,11.7098,2.5162,-1.4106,0.0
10261,11.5235,2.9558,-1.4106,7.0
10262,11.3324,2.0974,-1.4106,8.0
10263,11.415,2.4585,-1.4106,0.0
10264,11.6368,2.9697,-1.4106,7.0
10265,11.333,2.0096,-1.4106,8.0
10266,11.3289,2.1148,-1.4106,8.0
10267,11.4326,2.451,-1.4106,0.0
10268,11.2156,2.1535,-1.4106,8.0
10269,11.5997,2.9831,-1.4106,7.0
10270,11.5273,3.0047,-1.4106,7.0
10271,11.3338,2.0885,-1.4106,8.0
10272,11.2609,2.3813,-1.4106,0.0
10273,11.327,2.3604,-1.4106,0.0
10274,11.7073,2.4511,-1.4106,0.0
10275,11.3267,2.285,-1.4106,25.0
10276,11.5283,2.8047,-1.4106,0.0
10277,11.5283,2.8066,-1.4106,0.0
10278,11.3266,2.3621,-1.4106,0.0
10279,11.5206,2.9019,-1.4106,7.0
10280,11.1736,2.1382,-1.4106,8.0
10281,11.5994,2.985,-1.4106,7.0
10282,11.3355,2.2423,-1.4106,19.0
10283,11.7057,2.7568,-1.4106,0.0
10284,11.3359,2.4638,-1.4106,0.0
10285,11.2605,2.1585,-1.4106,8.0
10286,11.4329,2.7305,-1.4106,0.0
10287,11.3261,2.047,-1.4106,8.0
10288,11.2586,2.3919,-1.4106,0.0
10289,11.1861,2.1533,-1.4106,8.0
10290,11.6047,2.896,-1.4106,7.0
10291,11.6967,2.7221,-1.4106,0.0
10292,11.5067,2.8945,-1.4106,7.0
10293,11.5065,2.9572,-1.4106,7.0
10294,11.6354,2.9751,-1.4106,7.0
10295,11.4119,2.3242,-1.4106,0.0
10296,11.3174,2.3328,-1.4106,0.0
10297,11.3466,2.4124,-1.4106,0.0
10298,11.4115,2.7535,-1.4106,0.0
10299,11.6911,2.6748,-1.4106,0.0
10300,11.4351,2.5132,-1.4106,0.0
10301,11.2552,2.0232,-1.4106,8.0
10302,11.6898,2.377,-1.4106,0.0
10303,11.4176,2.8588,-1.4106,7.0
10304,11.5391,2.9598,-1.4106,7.0
10305,11.5068,2.6193,-1.4106,0.0
10306,11.3494,2.2488,-1.4106,19.0
10307,11.2229,2.1169,-1.4106,8.0
10308,11.3162,2.4834,-1.4106,0.0
10309,11.3499,2.2452,-1.4106,19.0
10310,11.3501,2.0002,-1.4106,8.0
10311,11.3513,2.5356,-1.4106,0.0
10312,11.2252,2.0233,-1.4106,8.0
10313,11.3517,2.3893,-1.4106,0.0
10314,11.6857,2.3972,-1.4106,0.0
10315,11.4097,2.4109,-1.4106,0.0
10316,11.4983,2.5139,-1.4106,0.0
10317,11.3153,2.1086,-1.4106,8.0
10318,11.3143,2.032,-1.4106,8.0
10319,11.2526,2.3467,-1.4106,0.0
10320,11.4303,2.9377,-1.4106,7.0
10321,11.5072,2.4746,-1.4106,0.0
10322,11.5369,2.7684,-1.4106,0.0
10323,11.2565,2.4007,-1.4106,0.0
10324,11.6961,3.0001,-1.4106,7.0
10325,11.512,3.0007,-1.4106,7.0
10326,11.3424,2.506,-1.4106,0.0
10327,11.636,2.1517,-1.4106,8.0
10328,11.5108,2.6732,-1.4106,0.0
10329,11.5347,2.8481,-1.4106,7.0
10330,11.3205,2.3902,-1.4106,0.0
10331,11.5105,2.8782,-1.4106,7.0
10332,11.695,2.5092,-1.4106,0.0
10333,11.32,2.0004,-1.4106,8.0
10334,11.5104,2.8133,-1.4106,0.0
10335,11.3197,2.3956,-1.4106,0.0
10336,11.3193,2.0858,-1.4106,8.0
10337,11.6947,2.5857,-1.4106,0.0
10338,11.5101,2.7471,-1.4106,0.0
10339,11.5098,2.88,-1.4106,7.0
10340,11.5356,2.7738,-1.4106,0.0
10341,11.1792,2.1123,-1.4106,8.0
10342,11.3441,2.3528,-1.4106,0.0
10343,11.5361,2.9077,-1.4106,7.0
10344,11.4342,2.5149,-1.4106,0.0
10345,11.5088,2.7525,-1.4106,0.0
10346,11.5084,2.684,-1.4106,0.0
10347,11.3454,2.4178,-1.4106,0.0
10348,11.5366,2.9688,-1.4106,7.0
10349,11.508,2.471,-1.4106,0.0
10350,11.2652,2.1337,-1.4106,8.0
10351,11.3455,2.3437,-1.4106,0.0
10352,11.3185,2.3256,-1.4106,0.0
10353,11.431,2.6717,-1.4106,0.0
10354,11.4734,2.6968,-1.4106,0.0
10355,11.5254,2.9505,-1.4106,7.0
10356,11.2426,2.0896,-1.4106,8.0
10357,11.4213,2.7126,-1.4106,0.0
10358,11.568,2.91,-1.4106,7.0
10359,11.5681,2.9119,-1.4106,7.0
10360,11.291,2.0769,-1.4106,8.0
10361,11.616,2.9181,-1.4106,7.0
10362,11.2117,2.0172,-1.4106,8.0
10363,11.3905,2.7749,-1.4106,0.0
10364,11.5862,1.984,-1.4106,20.0
10365,11.2792,2.14,-1.4106,8.0
10366,11.561,2.8735,-1.4106,7.0
10367,11.3905,2.6396,-1.4106,0.0
10368,11.2327,2.2239,-1.4106,19.0
10369,11.5817,2.0091,-1.4106,20.0
10370,11.4582,3.0175,-1.4106,7.0
10371,11.6162,2.9163,-1.4106,7.0
10372,11.4232,2.4941,-1.4106,0.0
10373,11.2349,2.1335,-1.4106,8.0
10374,11.7446,2.5105,-1.4106,0.0
10375,11.4655,2.7947,-1.4106,0.0
10376,11.2915,2.0715,-1.4106,8.0
10377,11.2784,2.3706,-1.4106,0.0
10378,11.4567,2.6288,-1.4106,0.0
10379,11.6653,2.9902,-1.4106,7.0
10380,11.4612,2.4666,-1.4106,0.0
10381,11.3993,2.3866,-1.4106,0.0
10382,11.6558,2.824,-1.4106,0.0
10383,11.2034,2.0626,-1.4106,8.0
10384,11.2352,2.2864,-1.4106,0.0
10385,11.6604,2.2765,-1.4106,3.0
10386,11.6225,2.9602,-1.4106,7.0
10387,11.4457,2.7465,-1.4106,0.0
10388,11.452,2.8521,-1.4106,7.0
10389,11.2035,2.2163,-1.4106,19.0
10390,11.6651,2.9246,-1.4106,7.0
10391,11.4598,2.686,-1.4106,0.0
10392,11.4657,2.9887,-1.4106,7.0
10393,11.2036,2.059,-1.4106,8.0
10394,11.4646,2.7983,-1.4106,0.0
10395,11.2836,2.3476,-1.4106,0.0
10396,11.2068,2.1245,-1.4106,8.0
10397,11.4531,2.7144,-1.4106,0.0
10398,11.6598,2.5933,-1.4106,0.0
10399,11.424,2.4177,-1.4106,0.0
10400,11.3889,2.038,-1.4106,8.0
10401,11.2114,2.019,-1.4106,8.0
10402,11.4452,2.54,-1.4106,0.0
10403,11.3806,1.9982,-1.4106,8.0
10404,11.2732,2.3969,-1.4106,0.0
10405,11.2888,2.0018,-1.4106,8.0
10406,11.618,2.9109,-1.4106,7.0
10407,11.455,2.4954,-1.4106,0.0
10408,11.3819,2.3957,-1.4106,0.0
10409,11.4437,2.6163,-1.4106,0.0
10410,11.4223,2.4267,-1.4106,0.0
10411,11.4613,2.5398,-1.4106,0.0
10412,11.2747,2.2414,-1.4106,19.0
10413,11.6428,2.2845,-1.4106,3.0
10414,11.2816,2.2792,-1.4106,0.0
10415,11.6447,2.3545,-1.4106,26.0
10416,11.2921,2.4525,-1.4106,0.0
10417,11.5725,2.8937,-1.4106,7.0
10418,11.4543,2.709,-1.4106,0.0
10419,11.39,2.7108,-1.4106,0.0
10420,11.4534,2.9743,-1.4106,7.0
10421,11.4261,2.7608,-1.4106,0.0
10422,11.28,2.2115,-1.4106,19.0
10423,11.6594,2.8808,-1.4106,7.0
10424,11.5699,2.9677,-1.4106,7.0
10425,11.3998,2.383,-1.4106,0.0
10426,11.454,2.6395,-1.4106,0.0
10427,11.2744,2.1612,-1.4106,8.0
10428,11.4219,2.8408,-1.4106,7.0
10429,11.2081,2.1956,-1.4106,19.0
10430,11.4554,2.5645,-1.4106,0.0
10431,11.2728,2.3236,-1.4106,0.0
10432,11.4238,2.3416,-1.4106,0.0
10433,11.4625,2.7433,-1.4106,0.0
10434,11.5784,2.0291,-1.4106,8.0
10435,11.3799,2.2511,-1.4106,19.0
10436,11.5797,2.9954,-1.4106,7.0
10437,11.4665,2.7915,-1.4106,0.0
10438,11.2921,2.3054,-1.4106,0.0
10439,11.6201,2.9674,-1.4106,7.0
10440,11.3972,2.5421,-1.4106,0.0
10441,11.3846,2.6646,-1.4106,0.0
10442,11.4482,2.5969,-1.4106,0.0
10443,11.4711,2.9693,-1.4106,7.0
10444,11.277,2.3023,-1.4106,0.0
10445,11.4709,2.5661,-1.4106,0.0
10446,11.4487,2.7982,-1.4106,0.0
10447,11.2954,2.2127,-1.4106,19.0
10448,11.2015,2.1527,-1.4106,8.0
10449,11.3922,2.6324,-1.4106,0.0
10450,11.2357,2.2828,-1.4106,0.0
10451,11.5748,3.0151,-1.4106,7.0
10452,11.2757,2.3844,-1.4106,0.0
10453,11.4706,2.7735,-1.4106,0.0
10454,11.4593,2.7555,-1.4106,0.0
10455,11.7396,2.5342,-1.4106,0.0
10456,11.2962,2.1289,-1.4106,8.0
10457,11.6681,2.8441,-1.4106,0.0
10458,11.4233,2.7055,-1.4106,0.0
10459,11.4584,2.6914,-1.4106,0.0
10460,11.2965,2.4311,-1.4106,0.0
10461,11.4731,2.7664,-1.4106,0.0
10462,11.2364,2.203,-1.4106,19.0
10463,11.473,2.7645,-1.4106,0.0
10464,11.6278,2.2778,-1.4106,3.0
10465,11.4588,3.0157,-1.4106,7.0
10466,11.4704,2.8437,-1.4106,7.0
10467,11.473,2.9602,-1.4106,7.0
10468,11.447,2.3835,-1.4106,0.0
